angDist,Sample_1,Object,OName,RAJ2000_1,DEJ2000_1,ObsDate,_tab1_7,TexpUVB,TexpVIS,TexpNIR,Lupus,Notes_1,n_Object,FHa,e_FHa,EWHa,e_EWHa,FHb,e_FHb,EWHb,e_EWHb,FHg,e_FHg,EWHg,e_EWHg,FHd,e_FHd,EWHd,e_EWHd,l_FHe,FHe,e_FHe,EWHe,e_EWHe,ra,dec,_RAJ2000,_DEJ2000,Region,CName,RAJ2000_2,DEJ2000_2,alpha,OType,FJ,FH,FKs,FIR1,FIR2,FIR3,FIR4,FMP1,FMP2,Sample_2,SpType,Teff,e_Teff,AV,Dist,logL_,e_logL_,R_,e_R_,l_M__B98_,M__B98_,e_M__B98_,l_M__B15_,M__B15_,e_M__B15_,M__DM97_,e_M__DM97_,l_M__DM97_,M__S00_,e_M__S00_,Notes_2,Template,l_logLacc,logLacc,l_logdMacc_dt_B98_,logdMacc_dt_B98_,l_logdMacc_dt_B15_,logdMacc_dt_B15_,l_logdMacc_dt_DM98_,logdMacc_dt_DM98_,l_logdMacc_dt_S00_,logdMacc_dt_S00_,Note,SimbadName
0.831042,,Sz81A (SW),,15 55 50.21,-38 01 34.0,2015-08-19,2457253.07287,2x300,2x250,2x300,II,,,3.31e-13,8e-15,-5.313,0.649,3.39e-14,1.4e-15,-2.306,0.439,1.32e-14,1e-15,-1.189,0.26,7.78e-15,8.5e-16,-0.923,0.242,,6.02e-15,1.52e-15,-1.049,0.58,238.9592083333333,-38.02611111111111,238.959473,-38.026012,Sz81,J155550.3-380134,238.959473,-38.026012,-1.17,YSOc_star+dust(IR2),135.0,157.0,143.0,103.0,95.6,73.6,80.2,95.1,,N,M4.5,3200,74,0.00,150,0.2239,0.1103,1.54,0.38,,0.23,0.07,,0.19,0.03,0.17,0.03,,0.23,0.03,,SO797,,-2.5,,-9.07,,-8.98,,-8.94,,-9.07,,Name Sz 81A
0.831042,,Sz81A (SW),,15 55 50.21,-38 01 34.0,2015-08-19,2457253.07287,2x300,2x250,2x300,II,,,3.31e-13,8e-15,-5.313,0.649,3.39e-14,1.4e-15,-2.306,0.439,1.32e-14,1e-15,-1.189,0.26,7.78e-15,8.5e-16,-0.923,0.242,,6.02e-15,1.52e-15,-1.049,0.58,238.9592083333333,-38.02611111111111,238.959473,-38.026012,Sz81,J155550.3-380134,238.959473,-38.026012,-1.17,YSOc_star+dust(IR2),135.0,157.0,143.0,103.0,95.6,73.6,80.2,95.1,,N,M4.5,3200,74,0.00,150,0.2239,0.1103,1.54,0.38,,0.23,0.07,,0.19,0.03,0.17,0.03,,0.23,0.03,,SO797,,-2.5,,-9.07,,-8.98,,-8.94,,-9.07,,Name Sz 81A
0.604384,true,Sz82/IM Lup,,15 56 09.18,-37 56 06.1,2010-05-04,2455320.065259,2x300,2x120,2x200,II,2,,1.49e-12,2.6e-13,-0.868,0.146,7.72e-13,8.8e-14,-0.725,0.142,2.38e-13,3.7e-14,-0.256,0.061,2.16e-13,2.8e-14,-0.314,0.062,,1.79e-13,1.7e-14,-0.584,0.091,239.03824999999998,-37.935027777777776,239.038406,-37.935142,Sz82,J155609.2-375607,239.038406,-37.935142,-0.74,YSOc_star+dust(IR3),489.0,595.0,535.0,324.0,220.0,313.0,370.0,765.0,,T,K5,4350,200,0.90,150,2.3300,1.0397,2.69,0.65,,1.40,0.00,,0.95,0.00,0.55,0.00,,1.10,0.00,td,CD_36_7429A,,-1.1,,-8.21,,-8.04,,-7.80,,-8.10,,Sz82
0.604384,true,Sz82/IM Lup,,15 56 09.18,-37 56 06.1,2010-05-04,2455320.065259,2x300,2x120,2x200,II,2,,1.49e-12,2.6e-13,-0.868,0.146,7.72e-13,8.8e-14,-0.725,0.142,2.38e-13,3.7e-14,-0.256,0.061,2.16e-13,2.8e-14,-0.314,0.062,,1.79e-13,1.7e-14,-0.584,0.091,239.03824999999998,-37.935027777777776,239.038406,-37.935142,Sz82,J155609.2-375607,239.038406,-37.935142,-0.74,YSOc_star+dust(IR3),489.0,595.0,535.0,324.0,220.0,313.0,370.0,765.0,,T,K5,4350,200,0.90,150,2.3300,1.0397,2.69,0.65,,1.40,0.00,,0.95,0.00,0.55,0.00,,1.10,0.00,td,CD_36_7429A,,-1.1,,-8.21,,-8.04,,-7.80,,-8.10,,Sz82
0.040673,,Sz90,,16 07 10.08,-39 11 03.5,2015-07-12,2457215.095862,2x360,2x310,2x360,III,,,6.01e-13,2.5e-14,-1.679,0.134,1.65e-13,2.7e-14,-0.846,0.218,9.79e-14,2.12e-14,-0.691,0.209,1.04e-13,1.5e-14,-1.229,0.317,,1.07e-13,2e-14,-1.705,0.478,241.79199999999997,-39.184305555555554,241.791992,-39.184315,LUP_III,J160710.1-391104,241.791992,-39.184315,-1.04,YSOc_star+dust(IR2),115.0,192.0,216.0,185.0,154.0,127.0,123.0,258.0,335.0,N,K7,4060,187,1.80,200,0.6607,0.2845,1.64,0.36,,1.11,0.15,,0.73,0.16,0.52,0.14,,0.79,0.17,,TWA6,,-1.6,,-8.82,,-8.64,,-8.49,,-8.68,,Sz90
0.040673,,Sz90,,16 07 10.08,-39 11 03.5,2015-07-12,2457215.095862,2x360,2x310,2x360,III,,,6.01e-13,2.5e-14,-1.679,0.134,1.65e-13,2.7e-14,-0.846,0.218,9.79e-14,2.12e-14,-0.691,0.209,1.04e-13,1.5e-14,-1.229,0.317,,1.07e-13,2e-14,-1.705,0.478,241.79199999999997,-39.184305555555554,241.791992,-39.184315,LUP_III,J160710.1-391104,241.791992,-39.184315,-1.04,YSOc_star+dust(IR2),115.0,192.0,216.0,185.0,154.0,127.0,123.0,258.0,335.0,N,K7,4060,187,1.80,200,0.6607,0.2845,1.64,0.36,,1.11,0.15,,0.73,0.16,0.52,0.14,,0.79,0.17,,TWA6,,-1.6,,-8.82,,-8.64,,-8.49,,-8.68,,Sz90
0.040673,,Sz90,,16 07 10.08,-39 11 03.5,2015-07-12,2457215.095862,2x360,2x310,2x360,III,,,6.01e-13,2.5e-14,-1.679,0.134,1.65e-13,2.7e-14,-0.846,0.218,9.79e-14,2.12e-14,-0.691,0.209,1.04e-13,1.5e-14,-1.229,0.317,,1.07e-13,2e-14,-1.705,0.478,241.79199999999997,-39.184305555555554,241.791992,-39.184315,LUP_III,J160710.1-391104,241.791992,-39.184315,-1.04,YSOc_star+dust(IR2),115.0,192.0,216.0,185.0,154.0,127.0,123.0,258.0,335.0,N,K7,4060,187,1.80,200,0.6607,0.2845,1.64,0.36,,1.11,0.15,,0.73,0.16,0.52,0.14,,0.79,0.17,,TWA6,,-1.6,,-8.82,,-8.64,,-8.49,,-8.68,,Sz90
0.050349,,Sz95,,16 07 52.32,-38 58 06.3,2015-07-12,2457215.118419,2x360,2x310,2x360,III,,,3.51e-14,2.6e-15,-0.415,0.045,1.09e-14,1.3e-15,-0.386,0.079,6.87e-15,1.32e-15,-0.399,0.13,4.57e-15,6e-16,-0.362,0.083,,9.13e-15,2.27e-15,-1.484,0.666,241.96799999999996,-38.96841666666667,241.967987,-38.968407,LUP_III,J160752.3-385806,241.967987,-38.968407,-1.29,YSOc_star+dust(IR4),62.8,79.0,66.1,42.1,31.8,27.3,29.6,30.0,,N,M3,3415,79,0.80,200,0.4169,0.1842,1.84,0.41,,0.46,0.09,,0.29,0.04,0.23,0.04,,0.33,0.04,,CD 36-7429B,,-2.5,,-9.29,,-9.09,,-8.99,,-9.15,,Sz95
0.050349,,Sz95,,16 07 52.32,-38 58 06.3,2015-07-12,2457215.118419,2x360,2x310,2x360,III,,,3.51e-14,2.6e-15,-0.415,0.045,1.09e-14,1.3e-15,-0.386,0.079,6.87e-15,1.32e-15,-0.399,0.13,4.57e-15,6e-16,-0.362,0.083,,9.13e-15,2.27e-15,-1.484,0.666,241.96799999999996,-38.96841666666667,241.967987,-38.968407,LUP_III,J160752.3-385806,241.967987,-38.968407,-1.29,YSOc_star+dust(IR4),62.8,79.0,66.1,42.1,31.8,27.3,29.6,30.0,,N,M3,3415,79,0.80,200,0.4169,0.1842,1.84,0.41,,0.46,0.09,,0.29,0.04,0.23,0.04,,0.33,0.04,,CD 36-7429B,,-2.5,,-9.29,,-9.09,,-8.99,,-9.15,,Sz95
0.050349,,Sz95,,16 07 52.32,-38 58 06.3,2015-07-12,2457215.118419,2x360,2x310,2x360,III,,,3.51e-14,2.6e-15,-0.415,0.045,1.09e-14,1.3e-15,-0.386,0.079,6.87e-15,1.32e-15,-0.399,0.13,4.57e-15,6e-16,-0.362,0.083,,9.13e-15,2.27e-15,-1.484,0.666,241.96799999999996,-38.96841666666667,241.967987,-38.968407,LUP_III,J160752.3-385806,241.967987,-38.968407,-1.29,YSOc_star+dust(IR4),62.8,79.0,66.1,42.1,31.8,27.3,29.6,30.0,,N,M3,3415,79,0.80,200,0.4169,0.1842,1.84,0.41,,0.46,0.09,,0.29,0.04,0.23,0.04,,0.33,0.04,,CD 36-7429B,,-2.5,,-9.29,,-9.09,,-8.99,,-9.15,,Sz95
0.015261,,Sz96,,16 08 12.62,-39 08 33.5,2015-07-03,2457206.270061,2x360,2x310,2x360,III,,,1.63e-13,9e-15,-0.554,0.046,5.64e-14,5.8e-15,-0.437,0.068,4.45e-14,9.9e-15,-0.622,0.218,3.23e-14,5.6e-15,-0.644,0.224,,3.66e-14,5.9e-15,-1.481,0.741,242.0525833333333,-39.14263888888889,242.052582,-39.142643,LUP_III,J160812.6-390834,242.052582,-39.142643,-0.83,YSOc_star+dust(IR1),142.0,187.0,174.0,168.0,113.0,138.0,173.0,241.0,157.0,N,M1,3705,171,0.80,200,0.6918,0.3234,2.02,0.47,,0.80,0.17,,0.43,0.10,0.33,0.10,,0.46,0.11,,RXJ1121.3-3447,,-2.3,,-9.29,,-9.02,,-8.91,,-9.05,,Sz96
0.16843,,Sz96,,16 08 12.62,-39 08 33.5,2015-07-03,2457206.270061,2x360,2x310,2x360,III,,,1.63e-13,9e-15,-0.554,0.046,5.64e-14,5.8e-15,-0.437,0.068,4.45e-14,9.9e-15,-0.622,0.218,3.23e-14,5.6e-15,-0.644,0.224,,3.66e-14,5.9e-15,-1.481,0.741,242.0525833333333,-39.14263888888889,242.052643,-39.142632,Sz98,J160812.6-390833,242.052643,-39.142632,,2mass,142.0,187.0,174.0,,,,,,,N,M1,3705,171,0.80,200,0.6918,0.3234,2.02,0.47,,0.80,0.17,,0.43,0.10,0.33,0.10,,0.46,0.11,,RXJ1121.3-3447,,-2.3,,-9.29,,-9.02,,-8.91,,-9.05,,Sz96
0.015261,,Sz96,,16 08 12.62,-39 08 33.5,2015-07-03,2457206.270061,2x360,2x310,2x360,III,,,1.63e-13,9e-15,-0.554,0.046,5.64e-14,5.8e-15,-0.437,0.068,4.45e-14,9.9e-15,-0.622,0.218,3.23e-14,5.6e-15,-0.644,0.224,,3.66e-14,5.9e-15,-1.481,0.741,242.0525833333333,-39.14263888888889,242.052582,-39.142643,LUP_III,J160812.6-390834,242.052582,-39.142643,-0.83,YSOc_star+dust(IR1),142.0,187.0,174.0,168.0,113.0,138.0,173.0,241.0,157.0,N,M1,3705,171,0.80,200,0.6918,0.3234,2.02,0.47,,0.80,0.17,,0.43,0.10,0.33,0.10,,0.46,0.11,,RXJ1121.3-3447,,-2.3,,-9.29,,-9.02,,-8.91,,-9.05,,Sz96
0.361809,,Sz96,,16 08 12.62,-39 08 33.5,2015-07-03,2457206.270061,2x360,2x310,2x360,III,,,1.63e-13,9e-15,-0.554,0.046,5.64e-14,5.8e-15,-0.437,0.068,4.45e-14,9.9e-15,-0.622,0.218,3.23e-14,5.6e-15,-0.644,0.224,,3.66e-14,5.9e-15,-1.481,0.741,242.0525833333333,-39.14263888888889,242.052521,-39.142727,Sz96,J160812.6-390834,242.052521,-39.142727,-0.88,star+dust(MP1),142.0,187.0,174.0,,,,,235.0,,N,M1,3705,171,0.80,200,0.6918,0.3234,2.02,0.47,,0.80,0.17,,0.43,0.10,0.33,0.10,,0.46,0.11,,RXJ1121.3-3447,,-2.3,,-9.29,,-9.02,,-8.91,,-9.05,,Sz96
0.015261,,Sz96,,16 08 12.62,-39 08 33.5,2015-07-03,2457206.270061,2x360,2x310,2x360,III,,,1.63e-13,9e-15,-0.554,0.046,5.64e-14,5.8e-15,-0.437,0.068,4.45e-14,9.9e-15,-0.622,0.218,3.23e-14,5.6e-15,-0.644,0.224,,3.66e-14,5.9e-15,-1.481,0.741,242.0525833333333,-39.14263888888889,242.052582,-39.142643,LUP_III,J160812.6-390834,242.052582,-39.142643,-0.83,YSOc_star+dust(IR1),142.0,187.0,174.0,168.0,113.0,138.0,173.0,241.0,157.0,N,M1,3705,171,0.80,200,0.6918,0.3234,2.02,0.47,,0.80,0.17,,0.43,0.10,0.33,0.10,,0.46,0.11,,RXJ1121.3-3447,,-2.3,,-9.29,,-9.02,,-8.91,,-9.05,,Sz96
0.418016,,Sz98,,16 08 22.50,-39 04 46.0,2015-07-02,2457205.132662,2x150,2x100,2x150,III,,,4.24e-12,1e-13,-2.742,0.141,9.93e-13,9.2e-14,-0.942,0.152,5.31e-13,9.9e-14,-0.645,0.213,4.28e-13,6.2e-14,-0.685,0.153,,3.4e-13,4.3e-14,-0.743,0.158,242.09374999999997,-39.07944444444445,242.093658,-39.079536,LUP_III,J160822.5-390446,242.093658,-39.079536,-0.48,YSOc_star+dust(IR1),246.0,354.0,415.0,373.0,477.0,429.0,693.0,1200.0,540.0,N,K7,4060,187,1.00,200,2.5119,1.0755,3.20,0.69,,1.37,0.13,,0.70,0.16,0.38,0.11,,0.74,0.20,,SO879,,-0.5,,-7.52,,-7.23,,-6.97,,-7.26,,Sz98
0.418016,,Sz98,,16 08 22.50,-39 04 46.0,2015-07-02,2457205.132662,2x150,2x100,2x150,III,,,4.24e-12,1e-13,-2.742,0.141,9.93e-13,9.2e-14,-0.942,0.152,5.31e-13,9.9e-14,-0.645,0.213,4.28e-13,6.2e-14,-0.685,0.153,,3.4e-13,4.3e-14,-0.743,0.158,242.09374999999997,-39.07944444444445,242.093658,-39.079536,LUP_III,J160822.5-390446,242.093658,-39.079536,-0.48,YSOc_star+dust(IR1),246.0,354.0,415.0,373.0,477.0,429.0,693.0,1200.0,540.0,N,K7,4060,187,1.00,200,2.5119,1.0755,3.20,0.69,,1.37,0.13,,0.70,0.16,0.38,0.11,,0.74,0.20,,SO879,,-0.5,,-7.52,,-7.23,,-6.97,,-7.26,,Sz98
0.463763,,Sz98,,16 08 22.50,-39 04 46.0,2015-07-02,2457205.132662,2x150,2x100,2x150,III,,,4.24e-12,1e-13,-2.742,0.141,9.93e-13,9.2e-14,-0.942,0.152,5.31e-13,9.9e-14,-0.645,0.213,4.28e-13,6.2e-14,-0.685,0.153,,3.4e-13,4.3e-14,-0.743,0.158,242.09374999999997,-39.07944444444445,242.093719,-39.079571,Sz96,J160822.5-390446,242.093719,-39.079571,,2mass,246.0,354.0,415.0,,,,,,,N,K7,4060,187,1.00,200,2.5119,1.0755,3.20,0.69,,1.37,0.13,,0.70,0.16,0.38,0.11,,0.74,0.20,,SO879,,-0.5,,-7.52,,-7.23,,-6.97,,-7.26,,Sz98
0.699169,,Sz98,,16 08 22.50,-39 04 46.0,2015-07-02,2457205.132662,2x150,2x100,2x150,III,,,4.24e-12,1e-13,-2.742,0.141,9.93e-13,9.2e-14,-0.942,0.152,5.31e-13,9.9e-14,-0.645,0.213,4.28e-13,6.2e-14,-0.685,0.153,,3.4e-13,4.3e-14,-0.743,0.158,242.09374999999997,-39.07944444444445,242.093643,-39.07962,Sz98,J160822.5-390447,242.093643,-39.07962,-0.64,star+dust(MP1),246.0,354.0,415.0,,,,,982.0,,N,K7,4060,187,1.00,200,2.5119,1.0755,3.20,0.69,,1.37,0.13,,0.70,0.16,0.38,0.11,,0.74,0.20,,SO879,,-0.5,,-7.52,,-7.23,,-6.97,,-7.26,,Sz98
0.418016,,Sz98,,16 08 22.50,-39 04 46.0,2015-07-02,2457205.132662,2x150,2x100,2x150,III,,,4.24e-12,1e-13,-2.742,0.141,9.93e-13,9.2e-14,-0.942,0.152,5.31e-13,9.9e-14,-0.645,0.213,4.28e-13,6.2e-14,-0.685,0.153,,3.4e-13,4.3e-14,-0.743,0.158,242.09374999999997,-39.07944444444445,242.093658,-39.079536,LUP_III,J160822.5-390446,242.093658,-39.079536,-0.48,YSOc_star+dust(IR1),246.0,354.0,415.0,373.0,477.0,429.0,693.0,1200.0,540.0,N,K7,4060,187,1.00,200,2.5119,1.0755,3.20,0.69,,1.37,0.13,,0.70,0.16,0.38,0.11,,0.74,0.20,,SO879,,-0.5,,-7.52,,-7.23,,-6.97,,-7.26,,Sz98
